userId,song
240,Bank Account
241,Jingle Bells
242,Lolly
242,Trap Queen
242,The Night Is Still Young
242,Only
243,Drops of Jupiter
243,1985
243,21 Guns
243,Wake Me Up When September Ends
244,Ruin
244,Never Forget You
244,Your Number
245,Pompeii
245,Royals
245,Safe And Sound
246,Stuck On You
246,Numb
246,goosebumps
246,Butterfly Effect
247,Ride
247,Stressed Out
247,Car Radio
248,No Church In The Wild
248,Good Life
248,I Can Transform Ya
251,Year 3000
251,Lovebug
251,When You Look Me In The Eyes
252,Take Me To Church
252,From Eden
252,Jackie And Wilson
252,Work Song
253,I Know
254,Amor Del Bueno
254,Te Voy a Olvidar
254,El Americano
255,Versace On The Floor
255,Skin
255,Show Me
256,Addicted
256,Just the Way You Are
256,The Best Thing About Me Is You
256,Marry You
257,We Run The Night
257,Sweet Nothing
258,Love Me Tender
258,Over You
259,Down On The Corner
259,Travelin Band
259,Run Through The Jungle
259,Fortunate Son
260,Chicken Fried
260,Toes
260,Castaway
260,Keep Me In Mind
261,Jaguar
261,Bridges
262,Intro
262,Soul Food
262,Gang Related
262,Buried Alive
263,Dile Que Tu Me Quieres
263,6 AM
263,La Pregunta
264,I Want It That Way
264,Iris
264,All Star
265,Addicted To My Ex
265,Needed Me
265,Too Good
265,Bounce It
266,Be My Escape
266,There Is
266,Everything Is Alright
267,Dear Boy
267,For A Better Day
267,Gonna Love Ya
267,Heart Upon My Sleeve
268,Everlong
268,Bleeding Love
268,Better in Time
268,Teach Me How To Dougie
268,All of Me
269,Show You
269,Know Me
269,Home
270,Sauce It Up
270,Live Up To My Name
271,New Flame
272,Cherry Bomb
273,Starboy
273,With You
273,POWER
274,Pipe It Up
274,Blue Slide Park
275,Suga Suga
275,Do You Mind
275,All The Girls
275,Kisses Down Low
276,Royals
276,Glory And Gore
276,Team
276,Dope
277,No Flockin
277,Peacoat
277,Mask Off
277,Blue Notes
277,Tunnel Vision
278,Beside You
278,Sure Thing
278,If I Lose Myself
278,Pyramids
279,No Sleep
280,Never Take Friendship Personal
280,Oceandust
280,Travelling Light
280,Reclusion
281,Life In Technicolor
281,Cemeteries Of London
281,42
281,Lovers In Japan
282,Young And Beautiful
282,Video Games
282,Born To Die
282,Shades Of Cool
282,Ultraviolence
283,Perfect Two
283,Marry Me
283,Let Her Go
283,No Carb Diet
285,Often
285,Stay With Me
286,Overture
286,Angel Of Music
287,Portland
287,Fake Love
287,Passionfruit
287,All Of The Lights
287,Parallel Universe
288,Talking To The Moon
288,Goner
289,TiK ToK
289,Blame
289,We Found Love
290,Little Talks
290,Mountain Sound
290,King And Lionheart
290,Love Love Love
290,Your Bones
291,The Walker
291,Endless
291,Until We Get There
291,The Edge Of Glory
292,One Dance
292,Just A Friend
292,Seven Nation Army
292,Collard Greens
293,My Lighthouse
293,Unsteady
293,No Money
293,U Know
294,Drop
294,Krispy Kreme
294,Topic
295,Song of the Summer
295,Irresponsible
295,All She Wrote
296,Future Friends
296,Need To Feel Loved
297,Jimmy Choo
297,Gold
297,Famous
297,A Milli
298,Daylight
298,You Give Me Something
298,Sunday Morning
298,Payphone
299,Clique
299,Beware
299,Forever
299,Black Skinhead
300,Crazy
300,Prototype
301,goosebumps
301,beibs in the trap
301,through the late night
302,Almost There
302,Love Is an Open Door
302,In Summer
303,Fly Me To The Moon
304,White Christmas
304,Jingle Bell Rock
304,The Christmas Song
305,Congratulations
305,Still Brazy
305,Blood On The Leaves
305,So Sophisticated
306,Hey Baby
306,Break Us Apart
306,Jah Army
307,An Innocent Warrior
307,Where You Are
308,Shortie Like Mine
308,Show Stopper
308,No Scrubs
309,Recovery
309,Keep It Moving
310,Scheme
310,Yellow Bird
310,You Wish
310,Only Yesterday
311,Find Your Love
311,Gold Digger
311,Umbrella
312,Chicken Fried
312,Forever
313,SippinTeaInYoHood
313,SippinTeaInYoHood
313,Revenge
313,King
314,Passion
314,Butterfly
314,Fingertips
314,Hard Liquor
315,Immortals
315,New Americana
316,Figure 8
316,Given Up
316,Bleed It Out
317,Too Many Years
317,This Could Be Us
317,Black Skinhead
318,Drops of Jupiter
318,Since U Been Gone
319,Come to Me
319,My Dear
319,Our Father
319,Take Heart
319,Relentless
320,Right Place
320,Heathens
320,Waves
320,Where the Kids Are
320,Black Hole Sun
321,Bitter
321,Autumn Tree
321,First Day Of My Life
321,Lullaby
322,Wicked Games
322,Climax
322,Lost
322,Sweet Life
322,Pink Matter
323,Issues
323,Believer
323,Gravity
324,DUELE EL CORAZON
324,Sin Contrato
324,One Dance
325,Temperature
325,Get Busy
325,Angel
325,Beautiful Girls
326,La Vie En Rose
326,Love Lost
326,Falling in Love at a Coffee Shop
326,Offbeat
327,I Like Tuh
327,Rack City
327,Swish
327,Moves
328,The Real World
328,Deer In The Headlights
328,Angels
328,Honey And The Bee
330,Keep Breathing
330,Breathe Me
330,Scars To Your Beautiful
330,100 Years
331,Us and Them
331,Any Colour You Like
331,Brain Damage
331,Eclipse
331,Comfortably Numb
332,All the Pretty Girls
332,When the Sun Goes Down
332,Sweet Love
333,Cough Syrup
333,Little Talks
333,Riptide
333,Cardiac Arrest
333,Perfect
334,Let Her Go
334,Undefeated
335,Black Barbies
335,Movements
335,Selfish
335,Body
335,Work It
337,Hold the Line
337,Rhiannon
338,Revelations
338,Herb Shuttles
338,The Mahdi
338,Take Your Place
339,California Country
340,Just What I Am
340,Pop That
340,No Lie
340,Birthday Song
341,Tangerine Sky
341,Love Unlimited
341,Pure
341,Blurred Lines
342,World so Cold
342,Lightning Strikes Twice
343,Give Me Love
343,Rivers And Roads
343,Winter Song
343,Morning Song
344,Jesus Walks
344,We Run LA
344,Rosa Parks
345,Try your wings
345,Make Me Whole
345,The Sun Is Rising
345,Cranes in the Sky
346,Cross My Mind
346,Magic
346,Serotonin
347,The Face Of God
347,Violet
347,Come As You Are
347,Malibu
348,Drink You Away
348,Centuries
348,Uptown Funk
348,Radioactive
348,Chains
349,Mesmerize
349,Let Me Blow Ya Mind
349,Get Ur Freak On
351,The High Road
351,The Great Salt Lake
351,Misunderstanding
352,Attention
352,Thunder
353,Losin Control
354,SUBEME LA RADIO REMIX
354,Hasta el Amanecer
354,Dile Que Tu Me Quieres
354,DUELE EL CORAZON
355,Good Feeling
355,I Cry
356,Best Song Ever
356,Our Song
356,Love Story
357,Closer
357,The Greatest
357,Starboy
357,All We Know
358,Higher
358,You And Me
358,My Sacrifice
358,With Arms Wide Open
359,Dance
359,I Adore You
359,New Flame
359,Beautiful Girls
360,White Lies
360,Golden Gate
360,Let Me Go
360,Que Sera
361,Guys My Age
361,CRZY
361,Light
362,Someone New
362,Stranger
362,Low Life
362,Like Real People Do
362,Unsteady
363,Amarillo By Morning
363,Fool Hearted Memory
363,I Can Still Make Cheyenne
363,Ocean Front Property
364,Believe Me
364,Never Know
365,Suga Suga
365,Always On Time
366,Color
366,Turn It Around
366,Horns
366,HandClap
368,I Just Wanna Party
368,Red Nose
369,Sunny and 75
369,We Are Tonight
369,Good Directions
369,Drunk On A Plane
370,Dangerous Woman
370,Often
370,Same Old Love
370,Good For You
371,Midnight City
371,NEA
372,Floats My Boat
372,Push Play
373,Hip Hop Hooray
373,Rebel Without A Pause
373,The Humpty Dance
374,fOoL fOr YoU
374,American
374,Bel Air
374,Break My Heart
375,Wanted
375,Sure Be Cool If You Did
375,Better Dig Two
375,Two Black Cadillacs
376,Hooked on a Feeling
376,Terrible Things
376,Come As You Are
378,Runaround Sue
378,Unchained Melody
379,Here for You
379,Firestone
379,Stole the Show
380,Eye of the Tiger
380,In The End
380,CASTLE OF GLASS
380,New Divide
381,My House
381,Die Young
383,In Da Club
383,Forever
384,Kryptonite
384,The Distance
384,You Get What You Give
384,Meet Virginia
385,Me And My Broken Heart
385,Superheroes
386,Sexual Healing
386,I Heard It Through The Grapevine
387,Summer Sixteen
387,Did I
387,Needed Me
387,These Days
388,Tired of Being Alone
388,Love and Happiness
388,A Change Is Gonna Come
388,Oh Honey
389,Sex
389,Show Off
389,Hush
389,Running Out
389,YOUTH
390,Gimme Shelter
390,Float On
390,All Along the Watchtower
390,Birthday
391,Breaking Inside
391,Burning Bright
391,Bully
391,Call Me
392,Come On Get Higher
392,Lego House
393,Midnight Rider
393,Hurricane
393,More Than a Feeling
393,Peace of Mind
394,Shot Down
394,From Time
394,Right My Wrongs
394,Easily
395,Woodland
395,Cardiac Arrest
395,Mary
395,Knock Knock
395,West Coast
396,Bank Account
396,Numb
396,Candy Paint
396,Butterfly Effect
396,XO TOUR Llif3
397,River
397,Blue Spotted Tail
397,Lost In My Mind
397,To Just Grow Away
397,Troubles Will Be Gone
398,Pumped Up Kicks
398,Island In The Sun
398,Reflections
399,Depende
399,Muerte En Hawaii
399,La flaca
399,Devuelveme a mi chica
399,Te Quiero
400,Creep
400,1979
400,What I Got
400,I Miss You
401,Blessings
401,I Got U
401,Bricks
402,Circus
402,Umbrella
402,SexyBack
402,No One
403,Hard To See
403,Two Weeks
403,The Last Time
404,All The Pretty Girls
404,Turning Page
404,Reflections
405,Like Real People Do
405,Letting Go
405,Ends of the Earth
405,We Will All Be Changed
406,Free Bird
406,Paint It Black
406,Down Under
406,Africa
407,Fight Night
407,Pipe It Up
407,Till I Die
407,Trap Niggas
408,Adore You
408,The Climb
409,Suga Suga
410,My Girl
410,The Way You Do The Things You Do
410,Get Ready
410,I Wish It Would Rain
410,Cloud Nine
411,Real Life
411,Homegrown Honey
411,Body Like A Back Road
412,Started From the Bottom
412,Memo
412,THat Part
413,Supergirl
414,She Sets The City On Fire
414,You Found Me
414,Before He Cheats
414,Praying
415,Let It Go
415,Your Man
415,Give It All We Got Tonight
415,Your Body Is a Wonderland
416,Again And Again
416,Keep Keep
417,Free Smoke
417,Bank Account
417,Bounce Back
418,Muddy Waters
418,Terry
419,Missing
420,Raging
420,Wherever I Go
421,Grown Up
421,goosebumps
421,way back
421,lose
422,Brother
422,Salad Days
422,Blue Boy
422,Let Her Go
422,Goodbye Weekend
423,Thief
423,Falling
424,Martyrs
424,Jazz
424,Cinderella Man
425,No Money
425,Sun Models
425,Say My Name
425,All We Need
426,El Cuarto De Tula
427,Long Black Road
427,Lucy In The Sky With Diamonds
427,My Doorbell
428,All Out of Love
428,Heaven
429,Finding My Way Back
429,Hey There
429,Nobody Has To Know
429,Twisted
430,Got Your Six
430,Jekyll and Hyde
430,Wash it All Away
430,My Nemesis
431,Song For Zula
431,Porno
431,Unbelievers
431,Recover
432,Dear Boy
432,Summer
432,Latch
433,Congratulations
433,Feels
433,Ugly Boy
433,Another Sad Love Song
434,It Was Written
434,Trouble
434,Welcome To Jamrock
435,Certain Things
435,Unsteady
435,I Know What You Did Last Summer
435,Hollow
436,Runaway
436,Strip That Down
436,Silence
436,Grey Luh
437,Body Like A Back Road
437,Location
437,Believer
438,Again
438,Bang Bang
438,Work
438,All of Me
439,Take Care
439,Make Me Proud
439,The Motto
439,Forever
440,Apple Pie Bed
440,Zero
440,Oh Devil
441,Sex On The Beach
441,Right Now
441,Ifyouhadazuneihateyou
442,This Is War
442,Kings and Queens
442,Closer To The Edge
442,Numb
445,Sailboat
445,Boomerang
445,Kiss Me Slowly
445,All About Us
445,You And Me
446,Wish You Were Here
446,Over You
446,The Joker
447,Say Something
447,Daughters
447,Gravity
447,Closer
448,Break Free
448,Bang Bang
449,Apartment
449,Pompeii
449,Timeless
450,Goodbye Girl
450,Rivers And Roads
450,I Forget Where We Were
450,Only Love
451,Habits Of My Heart
451,7 Years
451,Youth
452,My 9ine
452,Baby Daddy
452,Wait
452,Mean What You Say
452,Privacy
454,Mask Off
454,Promise You This
455,All I Want
455,High Hopes
455,Love Like This
455,The One
455,Honest
456,FOOLS
456,So High
456,Sorry
456,Aston Martin Music
456,White Iverson
457,Stan
458,He Could Be the One
458,Ordinary Girl
458,I Wanna Know You
459,Desperado
459,Starving
460,Stick Around
460,Blown Away
460,Mama Africa
460,Once In A While
461,Shot For Me
461,Marvins Room
461,Make Me Proud
461,Doing It Wrong
461,Practice
462,Talking Body
462,Circles
462,Crossfire
463,Shinobi
463,Ngayong Gabi
463,Hurts
463,13
464,Wanna Know
464,Redbone
464,Mask Off
465,Bad Karma
465,You Was Right
466,Girls Just Want to Have Fun
466,Billie Jean
466,Call Me
467,Wait
467,Chasing Cars
467,5AM
467,Swingin Party
468,bodyache
468,heartsigh
468,Lost In The World
468,Hazey
469,Travesuras
469,Dale Don Dale
469,Pobre Diabla
470,Make Me Proud
470,No Worries
470,My Shit
471,Reptilia
471,Bitter Sweet Symphony
471,Last Nite
471,Someday
472,Killing Me
472,American Daydream
472,Wyld
472,Italian Leather Sofa
472,Meadowlarks
473,Your Love Is Strong
473,In Christ Alone
473,You Alone Can Rescue
474,Runaround Sue
474,Jailhouse Rock
474,Unchained Melody
475,32 Ave Intro
475,24K Magic
475,Chained To The Rhythm
476,Breaking Up My Bones
476,If You Say So
476,The Rhythm Of Night
476,Summer
476,Different Colors
477,Probation
477,Shoulda Made U a Mother
477,Blackberry Molasses
477,Make Me Proud
478,Stressed Out
478,Heavydirtysoul
478,Ride
478,Fairly Local
479,This Could Be Us
479,Blessings
479,Stronger
479,Die A Happy Man
480,Riverdale Rd
480,Magnolia
480,No Complaints
480,Portland
481,Good Looks
481,Friday
481,Best to You
481,Beneath the Lights
482,Ghetto Life
482,Get Better John
482,More Today Than Yesterday
483,Into The Mystic
483,Wait
483,California Stars
483,Always Alright
483,Banquet
484,Sex on Fire
484,Naive
484,Lonely Lullabies
484,The Girl
485,You Used to Hold Me
485,Turn It Up
487,Spirits
487,Sucked Out
487,Fucked Up
488,Thong Song
488,No Diggity
488,I Love College
488,Untouched
489,Blurred Lines
489,Uptown Funk
489,Marry You
489,The Lazy Song
489,Viva La Vida
490,Roses
490,Love Yourself
490,Sorry
490,Focus
491,I Wish It Would Rain
491,Be My Baby
491,Rhythm Of The Rain
492,All I Want for Christmas Is You
493,One to Ten
493,Redneck Yacht Club
493,Somewhere Between Texas and Mexico
493,Chicken Fried
493,Chicks Dig It
494,Wish You Were Here
494,Date Rape
495,Suga Suga
495,Slow Motion
495,Pony
496,Outside Villanova
496,Food Chain
497,South Side
497,Star Of The Show
497,Body Like A Back Road
497,I Met a Girl
497,Clockwork
498,Walla Walla
499,Great DJ
499,This Modern Love
499,This Modern Love
499,Fluorescent Adolescent
500,SexyBack
500,Roses
500,Needed Me
501,In the Summertime
501,Hooked on a Feeling
502,Shine
502,Everlong
502,My Hero
502,Bark at the Moon
503,Every Picture Tells A Story
503,Mandolin Wind
